Grid search: 18 combinations x 10 sims each
  n_sigma:  [0.0, 0.1, 0.2, 0.5, 1.0, 2.0]
  lambda2:  [0.0, 1.5, 10.0]
  Base:     output/experiment2
  Output:   output/grid7_*/
============================================================

============================================================
[1/18] n_sigma=0.0, lambda2=0.0
  Output: output/grid7_ns0.0_l20.0
============================================================
[INFO] Using device: mps
[INFO] Data shape: (2000, 95)
[INFO] RL train stocks: [60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]
[INFO] RL val stocks:   [80, 81, 82, 83, 84]
[INFO] Loaded transformer predictions from output/grid7_ns0.0_l20.0/checkpoints
[INFO] Normalization: mean=0.0000, std=0.0002
[INFO] Auto-loaded R²=0.5583 from transformer metrics
[INFO] Policy parameters: 4,677
[INFO] Env params: half_spread=0.0005, target_vol=0.02, R²=0.5583214163780212, n_sigma=0.0, tau=20, lambda2=0.0

 Iter    MeanRew    PolLoss      VLoss    Entropy         KL    EntCoef     LogStd     RewStd     Time
  152    -0.0000    -0.0019     0.0024     0.4420     0.0035     0.0001    -1.2052       0.03     4.2s
  153    -0.0000    -0.0008     0.0024     0.4194     0.0047     0.0001    -1.2127       0.03     4.2s
  154    -0.0000    -0.0003     0.0024     0.4025     0.0037     0.0001    -1.2225       0.03     4.2s
  155    -0.0000    -0.0011     0.0030     0.3841     0.0028     0.0001    -1.2296       0.03     4.2s
  156    -0.0000    -0.0009     0.0031     0.3763     0.0022     0.0001    -1.2318       0.03     4.2s
  157    -0.0000    -0.0009     0.0025     0.3695     0.0055     0.0001    -1.2382       0.03     4.2s
  158    -0.0000    -0.0015     0.0047     0.3515     0.0040     0.0001    -1.2473       0.03     4.2s
  159    -0.0000    -0.0006     0.0037     0.3340     0.0024     0.0001    -1.2568       0.03     4.3s
  160    -0.0000    -0.0006     0.0037     0.3256     0.0020     0.0001    -1.2565       0.03     4.3s
  161    -0.0000    -0.0007     0.0047     0.3135     0.0024     0.0001    -1.2689       0.03     4.2s
  162    -0.0000    -0.0013     0.0161     0.2946     0.0037     0.0001    -1.2730       0.03     4.2s
  163    -0.0000    -0.0009     0.0075     0.2826     0.0035     0.0001    -1.2824       0.03     4.2s
  164    -0.0000    -0.0007     0.0071     0.2776     0.0065     0.0001    -1.2782       0.03     4.3s
  165    -0.0000    -0.0007     0.0041     0.2816     0.0042     0.0001    -1.2770       0.03     4.2s
  166    -0.0000    -0.0029     0.0042     0.2768     0.0032     0.0001    -1.2839       0.03     4.2s
  167    -0.0000    -0.0008     0.0069     0.2651     0.0040     0.0001    -1.2886       0.03     4.2s
  168    -0.0000    -0.0004     0.0065     0.2504     0.0025     0.0001    -1.2992       0.03     4.2s
  169     0.0000     0.0003     0.0041     0.2315     0.0034     0.0001    -1.3059       0.03     4.3s
  170    -0.0000    -0.0017     0.0059     0.2359     0.0053     0.0001    -1.2960       0.03     4.2s
  171    -0.0000    -0.0023     0.0055     0.2411     0.0048     0.0001    -1.3010       0.03     4.2s
  172    -0.0000    -0.0003     0.0086     0.2311     0.0023     0.0001    -1.3051       0.03     4.2s
  173    -0.0000    -0.0007     0.0108     0.2172     0.0038     0.0001    -1.3159       0.03     4.2s
  174    -0.0000     0.0002     0.0065     0.1993     0.0024     0.0001    -1.3239       0.03     4.2s
  175    -0.0000    -0.0008     0.0054     0.1823     0.0015     0.0001    -1.3324       0.03     4.2s
  176    -0.0000    -0.0007     0.0063     0.1657     0.0035     0.0001    -1.3396       0.03     4.2s
  177    -0.0000     0.0003     0.0061     0.1556     0.0044     0.0001    -1.3426       0.03     4.2s
  178     0.0000    -0.0007     0.0055     0.1464     0.0038     0.0001    -1.3483       0.03     4.3s
  179    -0.0000     0.0003     0.0074     0.1383     0.0023     0.0001    -1.3506       0.03     4.2s
  180    -0.0000    -0.0006     0.0079     0.1357     0.0027     0.0001    -1.3518       0.03     4.2s
  181    -0.0000    -0.0008     0.0063     0.1302     0.0029     0.0001    -1.3567       0.03     4.2s
  182    -0.0000    -0.0012     0.0054     0.1224     0.0042     0.0001    -1.3577       0.03     4.3s
  183    -0.0000    -0.0003     0.0053     0.1128     0.0035     0.0000    -1.3675       0.03     4.3s
  184     0.0000    -0.0004     0.0041     0.0901     0.0023     0.0000    -1.3804       0.03     4.2s
  185    -0.0000    -0.0002     0.0068     0.0722     0.0040     0.0000    -1.3852       0.03     4.2s
  186     0.0000    -0.0005     0.0029     0.0643     0.0031     0.0000    -1.3871       0.03     4.2s
  187    -0.0000    -0.0007     0.0075     0.0589     0.0032     0.0000    -1.3919       0.03     4.2s
  188    -0.0000    -0.0004     0.0055     0.0519     0.0033     0.0000    -1.3949       0.03     4.2s
  189    -0.0000    -0.0005     0.0038     0.0316     0.0027     0.0000    -1.4092       0.03     4.2s
  190     0.0000    -0.0006     0.0015     0.0080     0.0018     0.0000    -1.4199       0.03     4.3s
  191     0.0000     0.0002     0.0013    -0.0116     0.0027     0.0000    -1.4283       0.03     4.2s
  192    -0.0000     0.0001     0.0016    -0.0257     0.0034     0.0000    -1.4340       0.03     4.2s
  193    -0.0000    -0.0010     0.0011    -0.0327     0.0036     0.0000    -1.4354       0.03     4.2s
  194    -0.0000    -0.0007     0.0009    -0.0404     0.0017     0.0000    -1.4405       0.03     4.2s
  195    -0.0000    -0.0013     0.0029    -0.0414     0.0044     0.0000    -1.4388       0.03     4.2s
  196     0.0000    -0.0007     0.0009    -0.0417     0.0031     0.0000    -1.4401       0.03     4.2s
  197    -0.0000    -0.0019     0.0014    -0.0512     0.0042     0.0000    -1.4483       0.03     4.2s
  198    -0.0000    -0.0010     0.0020    -0.0607     0.0043     0.0000    -1.4492       0.03     4.2s
  199     0.0000    -0.0003     0.0012    -0.0590     0.0046     0.0000    -1.4471       0.03     4.2s

[INFO] Training complete in 836.0s
[INFO] Best mean reward: 0.0000
[INFO] Saved to output/grid7_ns0.1_l20.0/checkpoints_rl/
[INFO] Experiment: output/grid7_ns0.1_l20.0
[INFO] Simulation seed: 1042
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.1_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.1_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      428B / 426S
  Total PnL:  -1.1406
  Total Rew:  -2038.6599
  Avg |Pos|:  0.69

Saved: output/grid7_ns0.1_l20.0/checkpoints_rl/sim_results_1042.json
  sim 1/10: seed=1042  PnL=-1.1406  Fills=854  Avg|Pos|=0.69
[INFO] Experiment: output/grid7_ns0.1_l20.0
[INFO] Simulation seed: 1043
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.1_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.1_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      19B / 19S
  Total PnL:  -0.2690
  Total Rew:  -145.1841
  Avg |Pos|:  0.27

Saved: output/grid7_ns0.1_l20.0/checkpoints_rl/sim_results_1043.json
  sim 2/10: seed=1043  PnL=-0.2690  Fills=38  Avg|Pos|=0.27
[INFO] Experiment: output/grid7_ns0.1_l20.0
[INFO] Simulation seed: 1044
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.1_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.1_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      2B / 2S
  Total PnL:  -0.1411
  Total Rew:  -123.4241
  Avg |Pos|:  0.22

Saved: output/grid7_ns0.1_l20.0/checkpoints_rl/sim_results_1044.json
  sim 3/10: seed=1044  PnL=-0.1411  Fills=4  Avg|Pos|=0.22
[INFO] Experiment: output/grid7_ns0.1_l20.0
[INFO] Simulation seed: 1045
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.1_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.1_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      101B / 99S
  Total PnL:  -0.7743
  Total Rew:  -1039.3730
  Avg |Pos|:  0.65

Saved: output/grid7_ns0.1_l20.0/checkpoints_rl/sim_results_1045.json
  sim 4/10: seed=1045  PnL=-0.7743  Fills=200  Avg|Pos|=0.65
[INFO] Experiment: output/grid7_ns0.1_l20.0
[INFO] Simulation seed: 1046
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.1_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.1_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      12B / 12S
  Total PnL:  -0.2028
  Total Rew:  -57.9531
  Avg |Pos|:  0.22

Saved: output/grid7_ns0.1_l20.0/checkpoints_rl/sim_results_1046.json
  sim 5/10: seed=1046  PnL=-0.2028  Fills=24  Avg|Pos|=0.22
[INFO] Experiment: output/grid7_ns0.1_l20.0
[INFO] Simulation seed: 1047
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.1_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.1_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      35B / 35S
  Total PnL:  -0.3120
  Total Rew:  -255.8554
  Avg |Pos|:  0.23

Saved: output/grid7_ns0.1_l20.0/checkpoints_rl/sim_results_1047.json
  sim 6/10: seed=1047  PnL=-0.3120  Fills=70  Avg|Pos|=0.23
[INFO] Experiment: output/grid7_ns0.1_l20.0
[INFO] Simulation seed: 1048
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.1_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.1_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      20B / 21S
  Total PnL:  -0.2356
  Total Rew:  -340.3762
  Avg |Pos|:  0.41

Saved: output/grid7_ns0.1_l20.0/checkpoints_rl/sim_results_1048.json
  sim 7/10: seed=1048  PnL=-0.2356  Fills=41  Avg|Pos|=0.41
[INFO] Experiment: output/grid7_ns0.1_l20.0
[INFO] Simulation seed: 1049
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.1_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.1_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      59B / 58S
  Total PnL:  -0.3971
  Total Rew:  -570.0534
  Avg |Pos|:  0.31

Saved: output/grid7_ns0.1_l20.0/checkpoints_rl/sim_results_1049.json
  sim 8/10: seed=1049  PnL=-0.3971  Fills=117  Avg|Pos|=0.31
[INFO] Experiment: output/grid7_ns0.1_l20.0
[INFO] Simulation seed: 1050
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.1_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.1_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      83B / 81S
  Total PnL:  -0.7556
  Total Rew:  -1563.9329
  Avg |Pos|:  1.44

Saved: output/grid7_ns0.1_l20.0/checkpoints_rl/sim_results_1050.json
  sim 9/10: seed=1050  PnL=-0.7556  Fills=164  Avg|Pos|=1.44
[INFO] Experiment: output/grid7_ns0.1_l20.0
[INFO] Simulation seed: 1051
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.1_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.1_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      15B / 16S
  Total PnL:  -0.1698
  Total Rew:  -528.8025
  Avg |Pos|:  0.28

Saved: output/grid7_ns0.1_l20.0/checkpoints_rl/sim_results_1051.json
  sim 10/10: seed=1051  PnL=-0.1698  Fills=31  Avg|Pos|=0.28
  Summary: PnL=-0.4398 +/- 0.3178  Avg|Pos|=0.47  Fills=154
[DONE] grid7_ns0.1_l20.0 in 913.2s

============================================================
[5/18] n_sigma=0.1, lambda2=1.5
  Output: output/grid7_ns0.1_l21.5
============================================================
[INFO] Using device: mps
[INFO] Data shape: (2000, 95)
[INFO] RL train stocks: [60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]
[INFO] RL val stocks:   [80, 81, 82, 83, 84]
[INFO] Loaded transformer predictions from output/grid7_ns0.1_l21.5/checkpoints
[INFO] Normalization: mean=0.0000, std=0.0002
[INFO] Auto-loaded R²=0.5583 from transformer metrics
[INFO] Policy parameters: 4,677
[INFO] Env params: half_spread=0.0005, target_vol=0.02, R²=0.5583214163780212, n_sigma=0.1, tau=20, lambda2=1.5

 Iter    MeanRew    PolLoss      VLoss    Entropy         KL    EntCoef     LogStd     RewStd     Time
-------------------------------------------------------------------------------------------------------
    0    -0.0487    -0.0016     0.4938     1.8321     0.0014     0.0005    -0.5052       0.16     4.2s
    1    -0.0164    -0.0017     0.7629     1.8315     0.0015     0.0005    -0.5000       0.12     4.2s
    2    -0.0344    -0.0010     0.5034     1.8449     0.0026     0.0005    -0.4934       0.13     4.2s
    3    -0.5244    -0.0009     0.2975     1.8490     0.0013     0.0005    -0.4953       1.04     4.2s
    4    -0.5080    -0.0011     0.5104     1.8477     0.0028     0.0005    -0.4946       1.40     4.2s
    5    -0.6097    -0.0013     0.5518     1.8615     0.0019     0.0005    -0.4819       1.77     4.3s
    6    -0.1644    -0.0004     0.5455     1.8766     0.0012     0.0005    -0.4783       1.68     4.2s
    7    -0.1169    -0.0030     0.5049     1.8941     0.0043     0.0005    -0.4635       1.58     4.3s
    8    -0.2323    -0.0015     0.4359     1.9244     0.0005     0.0005    -0.4494       1.52     4.2s
    9    -0.5623    -0.0020     0.3790     1.9498     0.0014     0.0005    -0.4386       1.62     4.3s
   10    -0.1230    -0.0004     0.4076     1.9633     0.0004     0.0005    -0.4378       1.56     4.3s
   11    -0.0567    -0.0019     0.5130     1.9614     0.0027     0.0005    -0.4382       1.49     4.2s
   12    -0.0521    -0.0025     0.4644     1.9666     0.0043     0.0005    -0.4313       1.44     4.2s
   13    -0.0230    -0.0044     0.2261     1.9780     0.0047     0.0005    -0.4309       1.39     4.2s
   14    -0.0122    -0.0043     0.1190     1.9659     0.0051     0.0005    -0.4417       1.34     4.3s
   15    -0.1142    -0.0006     0.4501     1.9596     0.0017     0.0005    -0.4337       1.30     4.3s
   16    -0.0413    -0.0024     0.3171     1.9727     0.0021     0.0005    -0.4305       1.26     4.2s
   17    -0.0317    -0.0031     0.2761     1.9916     0.0031     0.0005    -0.4138       1.23     4.2s
   18    -0.0198    -0.0027     0.2478     2.0111     0.0035     0.0005    -0.4136       1.20     4.0s
   19    -0.0067    -0.0028     0.1706     2.0185     0.0044     0.0005    -0.4074       1.17     4.2s
   20    -0.0078    -0.0025     0.1709     2.0168     0.0053     0.0005    -0.4147       1.14     4.2s
   21    -0.0093    -0.0052     0.1174     2.0198     0.0044     0.0004    -0.4038       1.11     4.3s
   22    -0.0031    -0.0075     0.0550     2.0203     0.0064     0.0004    -0.4128       1.09     4.2s
   23    -0.0013    -0.0033     0.0460     2.0072     0.0051     0.0004    -0.4172       1.07     4.2s
   24    -0.0051    -0.0026     0.0537     1.9924     0.0027     0.0004    -0.4289       1.05     4.2s
   25    -0.0041    -0.0021     0.0777     1.9739     0.0009     0.0004    -0.4341       1.03     4.2s
   26    -0.0022    -0.0027     0.0431     1.9520     0.0027     0.0004    -0.4512       1.01     4.3s
   27    -0.0012    -0.0045     0.0403     1.9194     0.0049     0.0004    -0.4662       0.99     4.2s
   28    -0.0012    -0.0028     0.0355     1.8948     0.0037     0.0004    -0.4755       0.97     4.2s
   29    -0.0011    -0.0019     0.0341     1.8819     0.0058     0.0004    -0.4799       0.96     4.2s
   30    -0.0013    -0.0021     0.0328     1.8668     0.0034     0.0004    -0.4914       0.94     4.2s
   31    -0.0009    -0.0008     0.0285     1.8589     0.0012     0.0004    -0.4878       0.93     4.2s
   32    -0.0008    -0.0027     0.0254     1.8441     0.0031     0.0004    -0.5054       0.91     4.2s
   33    -0.0011    -0.0013     0.0218     1.8122     0.0041     0.0004    -0.5183       0.90     4.2s
   34    -0.0007    -0.0010     0.0214     1.7910     0.0030     0.0004    -0.5273       0.89     4.2s
   35    -0.0007    -0.0018     0.0198     1.7662     0.0021     0.0004    -0.5440       0.87     4.2s
   36    -0.0005    -0.0004     0.0188     1.7364     0.0020     0.0004    -0.5568       0.86     4.2s
   37    -0.0005    -0.0021     0.0148     1.7225     0.0040     0.0004    -0.5597       0.85     4.3s
   38    -0.0006    -0.0009     0.0119     1.7207     0.0039     0.0004    -0.5568       0.84     4.3s
   39    -0.0005    -0.0017     0.0125     1.7106     0.0033     0.0004    -0.5704       0.83     4.2s
   40    -0.0005    -0.0008     0.0101     1.6886     0.0027     0.0004    -0.5797       0.82     4.2s
   41    -0.0005    -0.0010     0.0098     1.6842     0.0029     0.0004    -0.5742       0.81     4.2s
   42    -0.0005    -0.0008     0.0079     1.6774     0.0023     0.0004    -0.5860       0.80     4.2s
   43    -0.0004    -0.0017     0.0064     1.6611     0.0051     0.0004    -0.5889       0.79     4.2s
   44    -0.0005    -0.0009     0.0054     1.6518     0.0019     0.0004    -0.5967       0.78     4.2s
   45    -0.0005    -0.0027     0.0073     1.6520     0.0046     0.0004    -0.5900       0.77     4.3s
   46    -0.0004    -0.0011     0.0038     1.6554     0.0046     0.0004    -0.5917       0.77     4.3s
   47    -0.0005    -0.0023     0.0038     1.6580     0.0028     0.0004    -0.5895       0.76     4.2s
   48    -0.0005    -0.0020     0.0041     1.6693     0.0063     0.0004    -0.5774       0.75     4.2s
   49    -0.0004    -0.0011     0.0029     1.6802     0.0031     0.0004    -0.5816       0.74     4.2s
   50    -0.0005    -0.0019     0.0024     1.6699     0.0044     0.0004    -0.5865       0.74     4.2s
   51    -0.0004    -0.0012     0.0024     1.6695     0.0061     0.0004    -0.5805       0.73     4.2s
   52    -0.0005    -0.0017     0.0022     1.6753     0.0041     0.0004    -0.5832       0.72     4.2s
   53    -0.0005    -0.0007     0.0020     1.6677     0.0032     0.0004    -0.5857       0.71     4.2s
   54    -0.0005    -0.0010     0.0017     1.6623     0.0022     0.0004    -0.5892       0.71     4.2s
   55    -0.0004    -0.0006     0.0009     1.6560     0.0013     0.0004    -0.5929       0.70     4.2s
   56    -0.0005    -0.0020     0.0013     1.6400     0.0030     0.0004    -0.6049       0.70     4.2s
   57    -0.0004    -0.0016     0.0017     1.6286     0.0029     0.0004    -0.6033       0.69     4.3s
   58    -0.0004    -0.0005     0.0009     1.6330     0.0025     0.0004    -0.6017       0.68     4.3s
   59    -0.0005    -0.0011     0.0013     1.6319     0.0025     0.0004    -0.6033       0.68     4.2s
   60    -0.0004    -0.0012     0.0016     1.6273     0.0013     0.0004    -0.6065       0.67     4.2s
   61    -0.0004    -0.0011     0.0010     1.6246     0.0044     0.0003    -0.6062       0.67     4.2s
   62    -0.0004    -0.0006     0.0008     1.6252     0.0036     0.0003    -0.6068       0.66     4.2s
   63    -0.0005    -0.0017     0.0009     1.6203     0.0042     0.0003    -0.6116       0.66     4.2s
   64    -0.0005    -0.0008     0.0009     1.6171     0.0022     0.0003    -0.6089       0.65     4.3s
   65    -0.0005    -0.0018     0.0010     1.6103     0.0024     0.0003    -0.6198       0.65     4.2s
   66    -0.0005    -0.0010     0.0009     1.5966     0.0032     0.0003    -0.6212       0.64     4.2s
   67    -0.0005    -0.0011     0.0011     1.5796     0.0020     0.0003    -0.6362       0.64     4.2s
   68    -0.0004    -0.0019     0.0010     1.5754     0.0052     0.0003    -0.6265       0.63     4.2s
   69    -0.0004    -0.0009     0.0007     1.5897     0.0032     0.0003    -0.6220       0.63     4.2s
   70    -0.0004    -0.0012     0.0007     1.5955     0.0030     0.0003    -0.6215       0.62     4.2s
   71    -0.0004    -0.0009     0.0012     1.5864     0.0029     0.0003    -0.6295       0.62     4.2s
   72    -0.0004    -0.0019     0.0009     1.5816     0.0052     0.0003    -0.6260       0.62     4.2s
   73    -0.0004    -0.0007     0.0009     1.5863     0.0021     0.0003    -0.6271       0.61     4.2s
   74    -0.0004    -0.0031     0.0009     1.5782     0.0058     0.0003    -0.6325       0.61     4.2s
   75    -0.0005    -0.0015     0.0017     1.5802     0.0043     0.0003    -0.6261       0.60     4.2s
   76    -0.0004    -0.0016     0.0013     1.5823     0.0030     0.0003    -0.6310       0.60     4.2s
   77    -0.0004    -0.0012     0.0010     1.5749     0.0025     0.0003    -0.6320       0.60     4.2s
   78    -0.0004    -0.0009     0.0013     1.5661     0.0020     0.0003    -0.6398       0.59     4.2s
   79    -0.0004    -0.0013     0.0011     1.5651     0.0025     0.0003    -0.6330       0.59     4.2s
   80    -0.0004    -0.0010     0.0014     1.5591     0.0021     0.0003    -0.6457       0.58     4.2s
   81    -0.0004    -0.0016     0.0014     1.5408     0.0034     0.0003    -0.6514       0.58     4.3s
   82    -0.0004    -0.0004     0.0012     1.5447     0.0020     0.0003    -0.6426       0.58     4.2s
   83    -0.0004    -0.0014     0.0011     1.5480     0.0029     0.0003    -0.6476       0.57     4.3s
   84    -0.0004    -0.0015     0.0010     1.5440     0.0015     0.0003    -0.6498       0.57     4.2s
   85    -0.0004    -0.0018     0.0012     1.5309     0.0042     0.0003    -0.6567       0.57     4.3s
   86    -0.0004    -0.0013     0.0014     1.5355     0.0027     0.0003    -0.6470       0.56     4.3s
   87    -0.0004    -0.0000     0.0013     1.5369     0.0020     0.0003    -0.6543       0.56     4.3s
   88    -0.0004    -0.0004     0.0015     1.5238     0.0020     0.0003    -0.6596       0.56     4.2s
   89    -0.0004    -0.0015     0.0018     1.5105     0.0018     0.0003    -0.6688       0.55     4.2s
   90    -0.0004    -0.0022     0.0012     1.5017     0.0050     0.0003    -0.6659       0.55     4.2s
   91    -0.0004    -0.0011     0.0020     1.5046     0.0014     0.0003    -0.6694       0.55     4.2s
   92    -0.0004    -0.0005     0.0017     1.4836     0.0024     0.0003    -0.6826       0.55     4.2s
   93    -0.0004    -0.0006     0.0015     1.4766     0.0017     0.0003    -0.6812       0.54     4.2s
   94    -0.0004    -0.0010     0.0017     1.4768     0.0026     0.0003    -0.6797       0.54     4.2s
   95    -0.0004    -0.0012     0.0017     1.4968     0.0037     0.0003    -0.6635       0.54     4.3s
   96    -0.0004    -0.0011     0.0022     1.5145     0.0020     0.0003    -0.6615       0.53     4.2s
   97    -0.0004    -0.0004     0.0021     1.5126     0.0029     0.0003    -0.6648       0.53     4.2s
   98    -0.0004    -0.0015     0.0021     1.5204     0.0039     0.0003    -0.6538       0.53     4.2s
   99    -0.0004    -0.0013     0.0023     1.5309     0.0027     0.0003    -0.6535       0.53     4.2s
  100    -0.0004    -0.0014     0.0021     1.5326     0.0029     0.0003    -0.6524       0.52     4.2s
  101    -0.0003    -0.0013     0.0022     1.5295     0.0026     0.0003    -0.6574       0.52     4.2s
  102    -0.0004    -0.0007     0.0027     1.5214     0.0028     0.0002    -0.6585       0.52     4.2s
  103    -0.0004    -0.0004     0.0022     1.5163     0.0033     0.0002    -0.6644       0.52     4.2s
  104    -0.0004    -0.0002     0.0027     1.5022     0.0016     0.0002    -0.6709       0.51     4.2s
  105    -0.0004    -0.0005     0.0024     1.5026     0.0017     0.0002    -0.6636       0.51     4.2s
  106    -0.0004    -0.0012     0.0031     1.5105     0.0050     0.0002    -0.6642       0.51     4.2s
  107    -0.0004    -0.0010     0.0025     1.5185     0.0025     0.0002    -0.6558       0.51     4.2s
  108    -0.0003    -0.0013     0.0023     1.5331     0.0052     0.0002    -0.6495       0.50     4.2s
  109    -0.0004    -0.0016     0.0032     1.5379     0.0037     0.0002    -0.6498       0.50     4.3s
  110    -0.0004    -0.0002     0.0029     1.5298     0.0013     0.0002    -0.6590       0.50     4.2s
  111    -0.0003    -0.0025     0.0033     1.5346     0.0030     0.0002    -0.6454       0.50     4.3s
  112    -0.0004    -0.0007     0.0027     1.5425     0.0032     0.0002    -0.6499       0.50     4.1s
  113    -0.0003    -0.0005     0.0024     1.5334     0.0036     0.0002    -0.6543       0.49     4.2s
  114    -0.0003    -0.0019     0.0031     1.5320     0.0046     0.0002    -0.6509       0.49     4.2s
  115    -0.0004    -0.0013     0.0026     1.5340     0.0027     0.0002    -0.6534       0.49     4.2s
  116    -0.0004    -0.0016     0.0024     1.5330     0.0025     0.0002    -0.6507       0.49     4.2s
  117    -0.0003    -0.0009     0.0028     1.5293     0.0022     0.0002    -0.6582       0.48     4.2s
  118    -0.0003    -0.0018     0.0021     1.5220     0.0040     0.0002    -0.6570       0.48     4.2s
  119    -0.0004    -0.0001     0.0030     1.5285     0.0023     0.0002    -0.6540       0.48     4.2s
  120    -0.0004    -0.0007     0.0021     1.5313     0.0034     0.0002    -0.6519       0.48     4.2s
  121    -0.0004    -0.0020     0.0019     1.5258     0.0038     0.0002    -0.6602       0.48     4.2s
  122    -0.0003    -0.0003     0.0015     1.5178     0.0024     0.0002    -0.6594       0.47     4.2s
  123    -0.0003    -0.0010     0.0016     1.5134     0.0025     0.0002    -0.6665       0.47     4.2s
  124    -0.0003    -0.0014     0.0011     1.5034     0.0030     0.0002    -0.6675       0.47     4.2s
  125    -0.0003    -0.0006     0.0015     1.5114     0.0054     0.0002    -0.6588       0.47     4.2s
  126    -0.0004    -0.0008     0.0015     1.5151     0.0038     0.0002    -0.6651       0.47     4.2s
  127    -0.0004    -0.0021     0.0015     1.5080     0.0029     0.0002    -0.6645       0.47     4.2s
  128    -0.0004    -0.0004     0.0010     1.5021     0.0017     0.0002    -0.6717       0.46     4.2s
  129    -0.0004    -0.0010     0.0009     1.4890     0.0023     0.0002    -0.6768       0.46     4.3s
  130    -0.0004    -0.0007     0.0008     1.4765     0.0024     0.0002    -0.6851       0.46     4.3s
  131    -0.0003    -0.0006     0.0006     1.4578     0.0028     0.0002    -0.6946       0.46     4.3s
  132    -0.0003    -0.0017     0.0008     1.4398     0.0026     0.0002    -0.7012       0.46     4.2s
  133    -0.0003    -0.0011     0.0007     1.4316     0.0044     0.0002    -0.7061       0.45     4.3s
  134    -0.0003    -0.0009     0.0006     1.4173     0.0030     0.0002    -0.7145       0.45     4.2s
  135    -0.0003    -0.0003     0.0007     1.4067     0.0018     0.0002    -0.7167       0.45     4.2s
  136    -0.0003    -0.0012     0.0007     1.4045     0.0040     0.0002    -0.7170       0.45     4.3s
  137    -0.0003    -0.0005     0.0008     1.3970     0.0032     0.0002    -0.7253       0.45     4.3s
  138    -0.0003    -0.0017     0.0011     1.3831     0.0038     0.0002    -0.7287       0.45     4.3s
  139    -0.0003    -0.0011     0.0011     1.3718     0.0058     0.0002    -0.7355       0.44     4.3s
  140    -0.0003    -0.0004     0.0012     1.3539     0.0029     0.0002    -0.7479       0.44     4.3s
