Grid search: 18 combinations x 10 sims each
  n_sigma:  [0.0, 0.1, 0.2, 0.5, 1.0, 2.0]
  lambda2:  [0.0, 1.5, 10.0]
  Base:     output/experiment2
  Output:   output/grid7_*/
============================================================

============================================================
[1/18] n_sigma=0.0, lambda2=0.0
  Output: output/grid7_ns0.0_l20.0
============================================================
[INFO] Using device: mps
[INFO] Data shape: (2000, 95)
[INFO] RL train stocks: [60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]
[INFO] RL val stocks:   [80, 81, 82, 83, 84]
[INFO] Loaded transformer predictions from output/grid7_ns0.0_l20.0/checkpoints
[INFO] Normalization: mean=0.0000, std=0.0002
[INFO] Auto-loaded R²=0.5583 from transformer metrics
[INFO] Policy parameters: 4,677
[INFO] Env params: half_spread=0.0005, target_vol=0.02, R²=0.5583214163780212, n_sigma=0.0, tau=20, lambda2=0.0

 Iter    MeanRew    PolLoss      VLoss    Entropy         KL    EntCoef     LogStd     RewStd     Time
  166    -0.0011    -0.0012     0.0056     1.3516     0.0024     0.0001    -0.7430       1.01     4.2s
  167    -0.0012    -0.0010     0.0046     1.3581     0.0032     0.0001    -0.7364       1.01     4.2s
  168    -0.0011    -0.0021     0.0056     1.3630     0.0032     0.0001    -0.7369       1.01     4.2s
  169    -0.0011    -0.0029     0.0060     1.3677     0.0048     0.0001    -0.7335       1.00     4.2s
  170    -0.0011    -0.0009     0.0066     1.3732     0.0035     0.0001    -0.7306       1.00     4.3s
  171    -0.0012    -0.0020     0.0057     1.3872     0.0041     0.0001    -0.7195       1.00     4.3s
  172    -0.0011    -0.0009     0.0058     1.3998     0.0039     0.0001    -0.7187       0.99     4.2s
  173    -0.0011    -0.0002     0.0060     1.3917     0.0027     0.0001    -0.7275       0.99     4.2s
  174    -0.0012    -0.0005     0.0078     1.3759     0.0024     0.0001    -0.7340       0.99     4.2s
  175    -0.0011    -0.0024     0.0063     1.3674     0.0024     0.0001    -0.7358       0.99     4.2s
  176    -0.0012    -0.0018     0.0055     1.3641     0.0028     0.0001    -0.7367       0.98     4.2s
  177    -0.0010    -0.0030     0.0058     1.3711     0.0048     0.0001    -0.7305       0.98     4.2s
  178    -0.0010    -0.0012     0.0066     1.3741     0.0035     0.0001    -0.7334       0.98     4.2s
  179    -0.0010    -0.0008     0.0056     1.3797     0.0032     0.0001    -0.7263       0.97     4.2s
  180    -0.0010    -0.0010     0.0055     1.3867     0.0024     0.0001    -0.7245       0.97     4.2s
  181    -0.0012    -0.0023     0.0077     1.3946     0.0040     0.0001    -0.7179       0.97     4.3s
  182    -0.0009    -0.0013     0.0057     1.3975     0.0032     0.0001    -0.7230       0.97     4.2s
  183    -0.0008    -0.0010     0.0057     1.3828     0.0025     0.0000    -0.7311       0.96     4.3s
  184    -0.0010    -0.0023     0.0052     1.3779     0.0043     0.0000    -0.7278       0.96     4.2s
  185    -0.0009    -0.0023     0.0059     1.3745     0.0047     0.0000    -0.7347       0.96     4.3s
  186    -0.0009    -0.0012     0.0048     1.3648     0.0028     0.0000    -0.7379       0.96     4.3s
  187    -0.0012    -0.0014     0.0069     1.3612     0.0044     0.0000    -0.7384       0.95     4.2s
  188    -0.0010    -0.0021     0.0044     1.3492     0.0033     0.0000    -0.7493       0.95     4.2s
  189    -0.0008    -0.0015     0.0050     1.3467     0.0041     0.0000    -0.7393       0.95     4.2s
  190    -0.0009    -0.0024     0.0047     1.3657     0.0058     0.0000    -0.7349       0.95     4.2s
  191    -0.0008    -0.0011     0.0045     1.3689     0.0034     0.0000    -0.7314       0.94     4.2s
  192    -0.0009    -0.0027     0.0040     1.3863     0.0055     0.0000    -0.7211       0.94     4.2s
  193    -0.0010    -0.0027     0.0042     1.3908     0.0057     0.0000    -0.7240       0.94     4.2s
  194    -0.0008    -0.0016     0.0034     1.3847     0.0046     0.0000    -0.7258       0.94     4.3s
  195    -0.0008    -0.0022     0.0034     1.3878     0.0041     0.0000    -0.7235       0.93     4.3s
  196    -0.0007    -0.0014     0.0030     1.3941     0.0047     0.0000    -0.7205       0.93     4.2s
  197    -0.0009    -0.0018     0.0029     1.3887     0.0033     0.0000    -0.7282       0.93     4.2s
  198    -0.0009    -0.0018     0.0036     1.3828     0.0049     0.0000    -0.7253       0.93     4.2s
  199    -0.0010    -0.0009     0.0037     1.3953     0.0033     0.0000    -0.7169       0.92     4.2s

[INFO] Training complete in 847.9s
[INFO] Best mean reward: -0.0007
[INFO] Saved to output/grid7_ns0.5_l20.0/checkpoints_rl/
[INFO] Experiment: output/grid7_ns0.5_l20.0
[INFO] Simulation seed: 1042
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.5_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.5_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      487B / 486S
  Total PnL:  -0.9862
  Total Rew:  -10334.5751
  Avg |Pos|:  0.41

Saved: output/grid7_ns0.5_l20.0/checkpoints_rl/sim_results_1042.json
  sim 1/10: seed=1042  PnL=-0.9862  Fills=973  Avg|Pos|=0.41
[INFO] Experiment: output/grid7_ns0.5_l20.0
[INFO] Simulation seed: 1043
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.5_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.5_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      311B / 311S
  Total PnL:  -0.5756
  Total Rew:  -1323.8931
  Avg |Pos|:  0.25

Saved: output/grid7_ns0.5_l20.0/checkpoints_rl/sim_results_1043.json
  sim 2/10: seed=1043  PnL=-0.5756  Fills=622  Avg|Pos|=0.25
[INFO] Experiment: output/grid7_ns0.5_l20.0
[INFO] Simulation seed: 1044
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.5_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.5_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      311B / 310S
  Total PnL:  -0.5393
  Total Rew:  -5994.7769
  Avg |Pos|:  0.25

Saved: output/grid7_ns0.5_l20.0/checkpoints_rl/sim_results_1044.json
  sim 3/10: seed=1044  PnL=-0.5393  Fills=621  Avg|Pos|=0.25
[INFO] Experiment: output/grid7_ns0.5_l20.0
[INFO] Simulation seed: 1045
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.5_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.5_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      314B / 314S
  Total PnL:  -0.8601
  Total Rew:  -4891.3967
  Avg |Pos|:  0.51

Saved: output/grid7_ns0.5_l20.0/checkpoints_rl/sim_results_1045.json
  sim 4/10: seed=1045  PnL=-0.8601  Fills=628  Avg|Pos|=0.51
[INFO] Experiment: output/grid7_ns0.5_l20.0
[INFO] Simulation seed: 1046
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.5_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.5_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      317B / 316S
  Total PnL:  -0.6096
  Total Rew:  -8808.7888
  Avg |Pos|:  0.34

Saved: output/grid7_ns0.5_l20.0/checkpoints_rl/sim_results_1046.json
  sim 5/10: seed=1046  PnL=-0.6096  Fills=633  Avg|Pos|=0.34
[INFO] Experiment: output/grid7_ns0.5_l20.0
[INFO] Simulation seed: 1047
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.5_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.5_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      306B / 306S
  Total PnL:  -0.5356
  Total Rew:  -2005.9578
  Avg |Pos|:  0.24

Saved: output/grid7_ns0.5_l20.0/checkpoints_rl/sim_results_1047.json
  sim 6/10: seed=1047  PnL=-0.5356  Fills=612  Avg|Pos|=0.24
[INFO] Experiment: output/grid7_ns0.5_l20.0
[INFO] Simulation seed: 1048
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.5_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.5_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      248B / 248S
  Total PnL:  -0.5521
  Total Rew:  -2107.7855
  Avg |Pos|:  0.33

Saved: output/grid7_ns0.5_l20.0/checkpoints_rl/sim_results_1048.json
  sim 7/10: seed=1048  PnL=-0.5521  Fills=496  Avg|Pos|=0.33
[INFO] Experiment: output/grid7_ns0.5_l20.0
[INFO] Simulation seed: 1049
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.5_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.5_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      302B / 302S
  Total PnL:  -0.5647
  Total Rew:  -2652.0941
  Avg |Pos|:  0.33

Saved: output/grid7_ns0.5_l20.0/checkpoints_rl/sim_results_1049.json
  sim 8/10: seed=1049  PnL=-0.5647  Fills=604  Avg|Pos|=0.33
[INFO] Experiment: output/grid7_ns0.5_l20.0
[INFO] Simulation seed: 1050
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.5_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.5_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      51B / 51S
  Total PnL:  -0.4516
  Total Rew:  -1614.0608
  Avg |Pos|:  0.37

Saved: output/grid7_ns0.5_l20.0/checkpoints_rl/sim_results_1050.json
  sim 9/10: seed=1050  PnL=-0.4516  Fills=102  Avg|Pos|=0.37
[INFO] Experiment: output/grid7_ns0.5_l20.0
[INFO] Simulation seed: 1051
[INFO] Generated 2000 timesteps, SNR=0.30
[INFO] Transformer predictions generated
[INFO] Loaded policy from output/grid7_ns0.5_l20.0/checkpoints_rl/best_policy.pt
[INFO] Loaded obs normalizer from output/grid7_ns0.5_l20.0/checkpoints_rl/best_normalizer.npz

[INFO] Simulation complete:
  Steps:      1999
  Fills:      305B / 305S
  Total PnL:  -0.6383
  Total Rew:  -5320.5842
  Avg |Pos|:  0.38

Saved: output/grid7_ns0.5_l20.0/checkpoints_rl/sim_results_1051.json
  sim 10/10: seed=1051  PnL=-0.6383  Fills=610  Avg|Pos|=0.38
  Summary: PnL=-0.6313 +/- 0.1557  Avg|Pos|=0.34  Fills=590
[DONE] grid7_ns0.5_l20.0 in 924.7s

============================================================
[11/18] n_sigma=0.5, lambda2=1.5
  Output: output/grid7_ns0.5_l21.5
============================================================
[INFO] Using device: mps
[INFO] Data shape: (2000, 95)
[INFO] RL train stocks: [60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]
[INFO] RL val stocks:   [80, 81, 82, 83, 84]
[INFO] Loaded transformer predictions from output/grid7_ns0.5_l21.5/checkpoints
[INFO] Normalization: mean=0.0000, std=0.0002
[INFO] Auto-loaded R²=0.5583 from transformer metrics
[INFO] Policy parameters: 4,677
[INFO] Env params: half_spread=0.0005, target_vol=0.02, R²=0.5583214163780212, n_sigma=0.5, tau=20, lambda2=1.5

 Iter    MeanRew    PolLoss      VLoss    Entropy         KL    EntCoef     LogStd     RewStd     Time
-------------------------------------------------------------------------------------------------------
    0    -2.9463    -0.0025     0.3519     1.8580     0.0034     0.0005    -0.4820      13.16     4.2s
    1    -0.3027    -0.0018     0.7851     1.8782     0.0008     0.0005    -0.4771       9.43     4.2s
    2    -0.6177    -0.0029     0.6374     1.8918     0.0022     0.0005    -0.4680       7.81     4.2s
    3    -0.4458    -0.0024     0.5164     1.9080     0.0024     0.0005    -0.4622       6.83     4.2s
    4    -1.0489    -0.0009     0.3566     1.9208     0.0009     0.0005    -0.4554       6.28     4.2s
    5    -3.3938    -0.0008     0.4502     1.9372     0.0011     0.0005    -0.4447       9.41     4.3s
    6    -1.8648    -0.0017     0.4577     1.9486     0.0026     0.0005    -0.4440       9.55     4.3s
    7    -0.3778    -0.0005     0.4810     1.9527     0.0017     0.0005    -0.4410       8.95     4.3s
    8    -0.4772    -0.0031     0.3429     1.9681     0.0027     0.0005    -0.4283       8.48     4.2s
    9    -0.1097    -0.0034     0.1930     1.9899     0.0029     0.0005    -0.4209       8.05     4.2s
   10    -0.0809    -0.0037     0.1846     2.0056     0.0025     0.0005    -0.4110       7.68     4.2s
   11    -0.1355    -0.0038     0.2850     2.0191     0.0051     0.0005    -0.4087       7.36     4.2s
   12    -0.0580    -0.0038     0.1633     2.0274     0.0022     0.0005    -0.4021       7.08     4.3s
   13    -0.0574    -0.0069     0.1074     2.0352     0.0056     0.0005    -0.3990       6.82     4.2s
   14    -0.0263    -0.0041     0.0941     2.0372     0.0045     0.0005    -0.4023       6.59     4.2s
   15    -0.0306    -0.0058     0.1546     2.0268     0.0033     0.0005    -0.4084       6.39     4.2s
   16    -0.0187    -0.0043     0.0690     2.0127     0.0021     0.0005    -0.4177       6.20     4.2s
   17    -0.0109    -0.0017     0.0431     2.0052     0.0022     0.0005    -0.4156       6.03     4.2s
   18    -0.0087    -0.0011     0.0403     1.9953     0.0015     0.0005    -0.4272       5.87     4.2s
   19    -0.0092    -0.0031     0.0396     1.9655     0.0039     0.0005    -0.4452       5.72     4.2s
   20    -0.0093    -0.0017     0.0398     1.9471     0.0015     0.0005    -0.4467       5.58     4.3s
   21    -0.0064    -0.0019     0.0308     1.9248     0.0021     0.0004    -0.4657       5.46     4.3s
   22    -0.0054    -0.0023     0.0335     1.8805     0.0017     0.0004    -0.4902       5.34     4.2s
   23    -0.0049    -0.0016     0.0294     1.8405     0.0040     0.0004    -0.5055       5.23     4.2s
   24    -0.0042    -0.0013     0.0287     1.8255     0.0032     0.0004    -0.5070       5.12     4.2s
   25    -0.0041    -0.0008     0.0252     1.8230     0.0034     0.0004    -0.5083       5.02     4.3s
   26    -0.0039    -0.0009     0.0246     1.8184     0.0036     0.0004    -0.5112       4.93     4.3s
   27    -0.0037    -0.0007     0.0226     1.8153     0.0021     0.0004    -0.5127       4.84     4.3s
   28    -0.0035    -0.0025     0.0204     1.8046     0.0034     0.0004    -0.5189       4.76     4.2s
   29    -0.0037    -0.0006     0.0196     1.7940     0.0009     0.0004    -0.5263       4.68     4.2s
   30    -0.0041    -0.0018     0.0153     1.7678     0.0032     0.0004    -0.5442       4.60     4.2s
   31    -0.0033    -0.0011     0.0152     1.7355     0.0031     0.0004    -0.5576       4.53     4.3s
   32    -0.0040    -0.0013     0.0171     1.7168     0.0029     0.0004    -0.5638       4.46     4.2s
   33    -0.0035    -0.0012     0.0126     1.7038     0.0043     0.0004    -0.5703       4.40     4.2s
   34    -0.0030    -0.0018     0.0109     1.6947     0.0034     0.0004    -0.5728       4.33     4.2s
   35    -0.0032    -0.0012     0.0117     1.6790     0.0013     0.0004    -0.5862       4.27     4.2s
   36    -0.0026    -0.0017     0.0120     1.6571     0.0042     0.0004    -0.5938       4.22     4.2s
   37    -0.0027    -0.0004     0.0095     1.6540     0.0018     0.0004    -0.5906       4.16     4.3s
   38    -0.0023    -0.0009     0.0085     1.6537     0.0029     0.0004    -0.5935       4.11     4.3s
   39    -0.0030    -0.0012     0.0061     1.6528     0.0030     0.0004    -0.5939       4.06     4.3s
   40    -0.0025    -0.0010     0.0068     1.6386     0.0029     0.0004    -0.6051       4.01     4.2s
   41    -0.0028    -0.0001     0.0065     1.6343     0.0029     0.0004    -0.5987       3.96     4.3s
   42    -0.0024    -0.0013     0.0062     1.6420     0.0030     0.0004    -0.5989       3.91     4.2s
   43    -0.0020    -0.0021     0.0056     1.6301     0.0041     0.0004    -0.6072       3.87     4.2s
   44    -0.0023    -0.0022     0.0054     1.6379     0.0075     0.0004    -0.5920       3.83     4.2s
   45    -0.0020    -0.0025     0.0038     1.6511     0.0041     0.0004    -0.5949       3.78     4.2s
   46    -0.0021    -0.0004     0.0035     1.6355     0.0024     0.0004    -0.6071       3.74     4.2s
   47    -0.0024    -0.0006     0.0039     1.6288     0.0031     0.0004    -0.6032       3.70     4.2s
   48    -0.0020    -0.0001     0.0028     1.6318     0.0016     0.0004    -0.6032       3.67     4.2s
   49    -0.0021    -0.0013     0.0030     1.6275     0.0030     0.0004    -0.6066       3.63     4.1s
   50    -0.0021    -0.0020     0.0026     1.6354     0.0068     0.0004    -0.5946       3.59     4.2s
   51    -0.0021    -0.0012     0.0027     1.6611     0.0042     0.0004    -0.5833       3.56     4.2s
   52    -0.0021    -0.0011     0.0022     1.6668     0.0020     0.0004    -0.5885       3.53     4.2s
   53    -0.0019    -0.0024     0.0023     1.6610     0.0034     0.0004    -0.5887       3.49     4.2s
   54    -0.0020    -0.0011     0.0016     1.6629     0.0028     0.0004    -0.5868       3.46     4.2s
   55    -0.0019    -0.0022     0.0016     1.6561     0.0024     0.0004    -0.5957       3.43     4.2s
   56    -0.0022    -0.0018     0.0018     1.6387     0.0029     0.0004    -0.6026       3.40     4.2s
   57    -0.0020    -0.0016     0.0015     1.6306     0.0037     0.0004    -0.6042       3.37     4.2s
   58    -0.0019    -0.0012     0.0014     1.6264     0.0025     0.0004    -0.6068       3.34     4.2s
   59    -0.0019    -0.0007     0.0013     1.6350     0.0023     0.0004    -0.5966       3.32     4.2s
   60    -0.0018    -0.0023     0.0016     1.6372     0.0030     0.0004    -0.6036       3.29     4.2s
   61    -0.0018    -0.0010     0.0015     1.6352     0.0030     0.0003    -0.6001       3.26     4.2s
   62    -0.0015    -0.0004     0.0015     1.6339     0.0013     0.0003    -0.6038       3.24     4.2s
   63    -0.0018    -0.0014     0.0018     1.6274     0.0023     0.0003    -0.6070       3.21     4.2s
   64    -0.0015    -0.0022     0.0016     1.6232     0.0036     0.0003    -0.6066       3.19     4.2s
   65    -0.0017    -0.0005     0.0014     1.6287     0.0029     0.0003    -0.6035       3.16     4.3s
   66    -0.0019    -0.0009     0.0015     1.6301     0.0032     0.0003    -0.6048       3.14     4.2s
   67    -0.0017    -0.0021     0.0019     1.6220     0.0029     0.0003    -0.6099       3.11     4.3s
   68    -0.0017    -0.0012     0.0018     1.6163     0.0033     0.0003    -0.6109       3.09     4.3s
   69    -0.0020    -0.0015     0.0020     1.6229     0.0022     0.0003    -0.6053       3.07     4.2s
   70    -0.0018    -0.0002     0.0027     1.6341     0.0018     0.0003    -0.5985       3.05     4.3s
   71    -0.0019    -0.0020     0.0033     1.6416     0.0037     0.0003    -0.5969       3.03     4.2s
   72    -0.0019    -0.0014     0.0023     1.6472     0.0037     0.0003    -0.5940       3.01     4.3s
   73    -0.0019    -0.0021     0.0027     1.6575     0.0035     0.0003    -0.5875       2.99     4.2s
   74    -0.0017    -0.0007     0.0027     1.6586     0.0019     0.0003    -0.5916       2.97     4.3s
   75    -0.0019    -0.0005     0.0030     1.6521     0.0019     0.0003    -0.5922       2.95     4.3s
   76    -0.0017    -0.0032     0.0028     1.6542     0.0059     0.0003    -0.5912       2.93     4.3s
   77    -0.0016    -0.0043     0.0026     1.6613     0.0073     0.0003    -0.5856       2.91     4.2s
   78    -0.0018    -0.0017     0.0035     1.6642     0.0041     0.0003    -0.5883       2.89     4.2s
   79    -0.0020    -0.0010     0.0028     1.6646     0.0020     0.0003    -0.5842       2.87     4.2s
   80    -0.0017    -0.0011     0.0028     1.6677     0.0037     0.0003    -0.5868       2.85     4.2s
   81    -0.0019    -0.0022     0.0036     1.6667     0.0045     0.0003    -0.5840       2.84     4.2s
   82    -0.0018    -0.0009     0.0036     1.6719     0.0033     0.0003    -0.5823       2.82     4.2s
   83    -0.0020    -0.0016     0.0034     1.6669     0.0019     0.0003    -0.5888       2.80     4.2s
   84    -0.0019     0.0000     0.0046     1.6613     0.0024     0.0003    -0.5866       2.79     4.2s
   85    -0.0018    -0.0007     0.0042     1.6665     0.0023     0.0003    -0.5850       2.77     4.2s
   86    -0.0021    -0.0004     0.0047     1.6734     0.0014     0.0003    -0.5813       2.75     4.2s
   87    -0.0018    -0.0015     0.0049     1.6784     0.0030     0.0003    -0.5784       2.74     4.2s
   88    -0.0018    -0.0022     0.0048     1.6869     0.0041     0.0003    -0.5717       2.72     4.2s
   89    -0.0020    -0.0012     0.0053     1.7034     0.0020     0.0003    -0.5642       2.71     4.2s
   90    -0.0019    -0.0014     0.0058     1.7116     0.0031     0.0003    -0.5624       2.69     4.2s
   91    -0.0020    -0.0018     0.0055     1.7286     0.0025     0.0003    -0.5476       2.68     4.2s
   92    -0.0018    -0.0012     0.0060     1.7538     0.0040     0.0003    -0.5368       2.66     4.2s
   93    -0.0021    -0.0007     0.0067     1.7762     0.0020     0.0003    -0.5272       2.65     4.2s
   94    -0.0020    -0.0010     0.0068     1.7814     0.0026     0.0003    -0.5292       2.64     4.2s
   95    -0.0019    -0.0016     0.0062     1.7694     0.0026     0.0003    -0.5373       2.62     4.2s
   96    -0.0016    -0.0011     0.0061     1.7549     0.0022     0.0003    -0.5452       2.61     4.2s
   97    -0.0017    -0.0020     0.0058     1.7438     0.0038     0.0003    -0.5484       2.60     4.2s
   98    -0.0018    -0.0006     0.0047     1.7365     0.0027     0.0003    -0.5542       2.58     4.2s
   99    -0.0018    -0.0024     0.0055     1.7286     0.0043     0.0003    -0.5546       2.57     4.2s
  100    -0.0018    -0.0002     0.0049     1.7211     0.0022     0.0003    -0.5608       2.56     4.2s
  101    -0.0019    -0.0012     0.0053     1.7171     0.0032     0.0003    -0.5588       2.54     4.3s
  102    -0.0018    -0.0026     0.0043     1.7290     0.0041     0.0002    -0.5494       2.53     4.2s
  103    -0.0019    -0.0009     0.0048     1.7312     0.0021     0.0002    -0.5572       2.52     4.3s
  104    -0.0017    -0.0013     0.0041     1.7250     0.0022     0.0002    -0.5545       2.51     4.3s
  105    -0.0017    -0.0010     0.0042     1.7200     0.0021     0.0002    -0.5637       2.50     4.3s
  106    -0.0017    -0.0020     0.0043     1.7188     0.0057     0.0002    -0.5546       2.48     4.2s
  107    -0.0018    -0.0007     0.0039     1.7228     0.0030     0.0002    -0.5590       2.47     4.2s
  108    -0.0018    -0.0027     0.0052     1.7313     0.0054     0.0002    -0.5485       2.46     4.2s
  109    -0.0018    -0.0024     0.0038     1.7511     0.0039     0.0002    -0.5395       2.45     4.3s
  110    -0.0019    -0.0030     0.0038     1.7617     0.0047     0.0002    -0.5362       2.44     4.3s
  111    -0.0022    -0.0023     0.0039     1.7695     0.0042     0.0002    -0.5323       2.43     4.2s
  112    -0.0017    -0.0025     0.0038     1.7919     0.0047     0.0002    -0.5147       2.42     4.2s
  113    -0.0018    -0.0019     0.0036     1.8090     0.0031     0.0002    -0.5127       2.41     4.2s
  114    -0.0017    -0.0012     0.0033     1.8078     0.0026     0.0002    -0.5161       2.40     4.2s
  115    -0.0018    -0.0010     0.0028     1.8037     0.0036     0.0002    -0.5184       2.39     4.3s
  116    -0.0020    -0.0038     0.0030     1.7789     0.0039     0.0002    -0.5387       2.38     4.2s
  117    -0.0019    -0.0016     0.0025     1.7663     0.0046     0.0002    -0.5320       2.37     4.2s
  118    -0.0019    -0.0022     0.0029     1.7733     0.0051     0.0002    -0.5316       2.36     4.1s
  119    -0.0021    -0.0006     0.0026     1.7756     0.0022     0.0002    -0.5296       2.35     4.2s
  120    -0.0018    -0.0018     0.0019     1.7641     0.0033     0.0002    -0.5441       2.34     4.2s
  121    -0.0018    -0.0023     0.0021     1.7504     0.0036     0.0002    -0.5434       2.33     4.2s
  122    -0.0020    -0.0011     0.0021     1.7489     0.0030     0.0002    -0.5452       2.32     4.2s
  123    -0.0018    -0.0005     0.0022     1.7469     0.0031     0.0002    -0.5441       2.31     4.2s
  124    -0.0018    -0.0004     0.0024     1.7460     0.0027     0.0002    -0.5470       2.30     4.3s
  125    -0.0016    -0.0011     0.0019     1.7396     0.0029     0.0002    -0.5507       2.29     4.2s
  126    -0.0018    -0.0012     0.0019     1.7436     0.0039     0.0002    -0.5423       2.28     4.2s
  127    -0.0017    -0.0017     0.0020     1.7539     0.0033     0.0002    -0.5414       2.27     4.2s
  128    -0.0018    -0.0023     0.0023     1.7594     0.0036     0.0002    -0.5368       2.26     4.2s
  129    -0.0016    -0.0009     0.0018     1.7583     0.0037     0.0002    -0.5419       2.25     4.3s
  130    -0.0015    -0.0008     0.0016     1.7429     0.0029     0.0002    -0.5516       2.25     4.2s
  131    -0.0019    -0.0013     0.0017     1.7313     0.0025     0.0002    -0.5539       2.24     4.2s
  132    -0.0016    -0.0029     0.0020     1.7320     0.0040     0.0002    -0.5513       2.23     4.2s
  133    -0.0020    -0.0006     0.0020     1.7378     0.0031     0.0002    -0.5486       2.22     4.2s
  134    -0.0020    -0.0016     0.0029     1.7434     0.0023     0.0002    -0.5452       2.21     4.3s
  135    -0.0015    -0.0010     0.0019     1.7443     0.0032     0.0002    -0.5492       2.20     4.2s
  136    -0.0018    -0.0021     0.0020     1.7388     0.0041     0.0002    -0.5502       2.20     4.0s
  137    -0.0017    -0.0010     0.0021     1.7322     0.0026     0.0002    -0.5553       2.19     3.9s
  138    -0.0019    -0.0015     0.0020     1.7287     0.0027     0.0002    -0.5521       2.18     3.9s
  139    -0.0017    -0.0020     0.0021     1.7278     0.0034     0.0002    -0.5575       2.17     3.9s
  140    -0.0016    -0.0028     0.0023     1.7211     0.0041     0.0002    -0.5585       2.16     3.9s
  141    -0.0016    -0.0013     0.0024     1.7240     0.0024     0.0002    -0.5554       2.16     3.9s
  142    -0.0017    -0.0006     0.0023     1.7280     0.0031     0.0002    -0.5534       2.15     3.9s
  143    -0.0016    -0.0008     0.0022     1.7351     0.0029     0.0001    -0.5483       2.14     3.9s
  144    -0.0017    -0.0017     0.0023     1.7419     0.0030     0.0001    -0.5461       2.13     3.9s
  145    -0.0018    -0.0014     0.0024     1.7486     0.0037     0.0001    -0.5435       2.13     3.9s
  146    -0.0019    -0.0023     0.0030     1.7587     0.0042     0.0001    -0.5355       2.12     3.9s
  147    -0.0018    -0.0015     0.0025     1.7631     0.0032     0.0001    -0.5393       2.11     3.9s
  148    -0.0018    -0.0009     0.0028     1.7485     0.0016     0.0001    -0.5493       2.11     3.9s
  149    -0.0017    -0.0013     0.0027     1.7360     0.0024     0.0001    -0.5518       2.10     3.9s
  150    -0.0017    -0.0007     0.0028     1.7405     0.0022     0.0001    -0.5441       2.09     3.9s
  151    -0.0016    -0.0012     0.0027     1.7445     0.0024     0.0001    -0.5502       2.09     3.9s
  152    -0.0016    -0.0039     0.0029     1.7513     0.0046     0.0001    -0.5358       2.08     3.9s
  153    -0.0018    -0.0024     0.0031     1.7735     0.0038     0.0001    -0.5288       2.07     3.9s
  154    -0.0015    -0.0011     0.0032     1.7803     0.0016     0.0001    -0.5290       2.06     3.9s
